variant,scenario,simulation,source_asset,trades,final_balance,total_return,cagr,max_drawdown,winrate,profit_factor,avg_trade,worst_trade,best_trade,ruined
stable_default,historical_eth_btc_bootstrap,15,BTC,188,1366.1447011219416,-0.8633855298878058,-0.3284175470694508,0.8864376439731051,0.30851063829787234,0.5776452525255694,-0.00978370807710849,-0.08864545534430046,0.1260062409321878,False
simple_long_continuation,historical_eth_btc_bootstrap,15,BTC,239,621.1291877415515,-0.9378870812258449,-0.42636401481002184,0.9460090845395542,0.2803347280334728,0.5267498279227638,-0.010877991023440309,-0.08864545534430046,0.1260062409321878,False
stable_default,historical_eth_btc_bootstrap,16,ETH,197,1705.5423186953183,-0.8294457681304681,-0.29794279626243303,0.883826753614382,0.350253807106599,0.6721422792912162,-0.008044114656266085,-0.11009839627934996,0.2570602155699029,False
simple_long_continuation,historical_eth_btc_bootstrap,16,ETH,251,681.8741827214899,-0.931812581727851,-0.41555876543623904,0.9539152512896578,0.30677290836653387,0.5828537265673692,-0.009898725312254927,-0.11009839627934996,0.2570602155699029,False
stable_default,historical_eth_btc_bootstrap,17,BTC,203,141.5982620541683,-0.9858401737945832,-0.5732126046389393,0.9876905753391793,0.2660098522167488,0.34463292169531984,-0.019928892807220183,-0.13097517738388037,0.10715129000522758,False
simple_long_continuation,historical_eth_btc_bootstrap,17,BTC,264,49.92393767311337,-0.9950076062326887,-0.6535330870631165,0.9956969901550398,0.24242424242424243,0.32876847070837123,-0.01915799870676182,-0.13097517738388037,0.10715129000522758,False
stable_default,historical_eth_btc_bootstrap,18,BTC,194,1577.4041161613648,-0.8422595883838635,-0.3088240884663076,0.8555980661370038,0.35051546391752575,0.630840874941174,-0.00852832370885008,-0.15144023933500383,0.2048923656326325,False
simple_long_continuation,historical_eth_btc_bootstrap,18,BTC,254,435.827495745938,-0.9564172504254062,-0.46560433664678214,0.9592946761194795,0.29133858267716534,0.5118656959108082,-0.011434991953168187,-0.15144023933500383,0.2048923656326325,False
stable_default,historical_eth_btc_bootstrap,19,ETH,210,3081.0352423376926,-0.6918964757662307,-0.20979580083713745,0.8091264384301926,0.40476190476190477,0.7839279454550067,-0.004822132151457739,-0.11056407467103337,0.1162838836149247,False
simple_long_continuation,historical_eth_btc_bootstrap,19,ETH,275,1459.7408757198627,-0.8540259124280137,-0.3194576540196511,0.9179094229679146,0.36363636363636365,0.720321480260427,-0.0061562746093263765,-0.11056407467103337,0.1162838836149247,False
stable_default,black_swan_crash_rebound,0,BTC,212,8218.018888549297,-0.17819811114507034,-0.03849083769452044,0.4698387426284596,0.4528301886792453,0.9779420304709799,-0.00045080401080752535,-0.2355888148334378,0.1425868004580452,False
simple_long_continuation,black_swan_crash_rebound,0,BTC,279,3362.743690544847,-0.6637256309455153,-0.19584687626766717,0.7035566246146079,0.4050179211469534,0.8545921359788606,-0.0029598158597398056,-0.2355888148334378,0.1425868004580452,False
stable_default,black_swan_crash_rebound,1,BTC,219,31261.989178821594,2.126198917882159,0.256039570427135,0.378724484626898,0.5159817351598174,1.5748463788820195,0.009735929733311855,-0.11613358541066847,0.2804790984298369,False
simple_long_continuation,black_swan_crash_rebound,1,BTC,258,30434.785658198376,2.0434785658198376,0.2493210269053634,0.39450548550564846,0.4844961240310077,1.483758863769069,0.007929681917932049,-0.11613358541066847,0.2804790984298369,False
stable_default,black_swan_crash_rebound,2,BTC,228,36810.98240580027,2.681098240580027,0.2977632796769307,0.16515004372617592,0.5043859649122807,1.7355869881921806,0.011797376179810366,-0.09564424614762554,0.18098572938808755,False
simple_long_continuation,black_swan_crash_rebound,2,BTC,271,33273.28647926751,2.327328647926751,0.2718009347646464,0.20658174426086617,0.47232472324723246,1.5305602487920253,0.008616642075868894,-0.13433495386282535,0.18098572938808755,False
stable_default,black_swan_crash_rebound,3,BTC,218,30150.691418877046,2.0150691418877047,0.24697990576932605,0.42445822060118665,0.5275229357798165,1.56160892668792,0.00935779835698175,-0.1311167729549226,0.18574795943032682,False
simple_long_continuation,black_swan_crash_rebound,3,BTC,273,27392.406515755254,1.7392406515755252,0.22328045724767698,0.329406115887781,0.47985347985347987,1.3683306056503908,0.0064212434123256685,-0.16371229351869437,0.19496075126586918,False
stable_default,black_swan_crash_rebound,4,BTC,214,39417.882465608265,2.9417882465608267,0.31564481361551877,0.18661046361763767,0.5560747663551402,1.9776688521207755,0.013872264864245852,-0.10608635644906954,0.12992897794752428,False
simple_long_continuation,black_swan_crash_rebound,4,BTC,256,34573.70986997847,2.457370986997847,0.2815902555824066,0.2984263706120598,0.5,1.6392191903587876,0.009737077502992278,-0.10608635644906954,0.12992897794752428,False
stable_default,black_swan_crash_rebound,5,ETH,215,7593.246335173912,-0.2406753664826088,-0.05357653831981535,0.7402592769998975,0.4372093023255814,1.0057977567211631,0.00013196019460323246,-0.19363973712048532,0.1927437365295464,False
