variant,scenario,simulations,median_cagr,p05_cagr,median_return,p05_return,median_drawdown,p95_drawdown,median_winrate,median_profit_factor,loss_probability,ruin_probability,median_trades
simple_long_continuation,black_swan_crash_rebound,20,0.1226561684998888,-0.20478552688414417,0.7835473822612233,-0.6757564600688999,0.4789111991605256,0.7820681152757244,0.4340912222681549,1.1484649723113682,0.4,0.0,261.5
simple_long_continuation,black_swan_slow_decay,20,0.011648505942071563,-0.19369696111188803,0.05961584982780266,-0.6584873353888802,0.5458242551715136,0.6839347164211301,0.4363081617086194,1.0439029129218218,0.4,0.0,256.5
simple_long_continuation,historical_eth_btc_bootstrap,20,-0.4443521194418577,-0.5336980904461782,-0.94703374872422,-0.9773511233857737,0.953235013420346,0.9826895073577762,0.3061137269105397,0.5508708772856519,1.0,0.0,271.5
simple_long_continuation,t_clustered_calendar_jump,20,0.0353525803424547,-0.19192062838035576,0.1901593366373412,-0.6530894254476797,0.4853405438046892,0.7830203707094566,0.4310825892857143,1.0943871036478139,0.35,0.0,255.0
stable_default,black_swan_crash_rebound,20,0.1379432910870657,-0.06128375155752317,0.9108713032823466,-0.2630330945969475,0.3825366899445721,0.6957433724449433,0.45655040153422033,1.2099368365462757,0.25,0.0,216.5
stable_default,black_swan_slow_decay,20,0.11159846625508363,-0.066079433797146,0.697652787070156,-0.28925452556861736,0.41430506435564035,0.6140510217322434,0.4635890151515152,1.1769142178285805,0.2,0.0,213.0
stable_default,historical_eth_btc_bootstrap,20,-0.34339084297935213,-0.4340065548759496,-0.8773160273458118,-0.9404470358521093,0.889222210588422,0.9503143801125926,0.3480240998149817,0.595875740548661,1.0,0.0,205.0
stable_default,t_clustered_calendar_jump,20,0.12190117895603925,-0.06763184532949629,0.7777417126405085,-0.2952292028073409,0.4033947428675518,0.6514239991698099,0.4658877249529949,1.1902451127687665,0.15,0.0,213.0
